6.63533982e+00	4.62652533e+00	2.72500945e-02	3.72916849e-36	4.65377542e+00
6.78443111e+00	4.83677048e+00	2.31473292e-02	3.19281961e-43	4.85991781e+00
6.93172563e+00	5.04906933e+00	1.85990344e-02	1.34575292e-51	5.06766836e+00
7.07707507e+00	5.26303441e+00	1.41791641e-02	1.84679651e-61	5.27721358e+00
7.22033306e+00	5.47826540e+00	1.03020267e-02	5.28695757e-73	5.48856743e+00
7.36135537e+00	5.69435021e+00	7.17079897e-03	2.13674882e-86	5.70152101e+00
7.50000000e+00	5.91086625e+00	4.80679175e-03	7.66277645e-102	5.91567304e+00
7.63612734e+00	6.12738162e+00	3.11760846e-03	1.65542572e-119	6.13049923e+00
7.76960032e+00	6.34345645e+00	1.96425371e-03	1.42205015e-139	6.34542070e+00
7.90028455e+00	6.55864422e+00	1.20634979e-03	7.50430509e-163	6.55985057e+00
8.02804844e+00	6.77249314e+00	7.24438826e-04	2.12978616e-188	6.77321758e+00
8.15276334e+00	6.98454752e+00	4.26686426e-04	8.11741102e-217	6.98497421e+00
8.27430367e+00	7.19434925e+00	2.47248859e-04	3.31053327e-248	7.19459650e+00
8.39254706e+00	7.40143920e+00	1.41393893e-04	1.24217166e-282	7.40158059e+00
8.50737444e+00	7.60535869e+00	8.00492762e-05	0.00000000e+00	7.60543874e+00
8.61867019e+00	7.80565100e+00	4.50009030e-05	0.00000000e+00	7.80569600e+00
8.72632225e+00	8.00186277e+00	2.51949448e-05	0.00000000e+00	8.00188796e+00
8.83022222e+00	8.19354553e+00	1.40871595e-05	0.00000000e+00	8.19355962e+00
8.93026547e+00	8.38025714e+00	7.88720771e-06	0.00000000e+00	8.38026502e+00
9.02635129e+00	8.56156323e+00	4.43249066e-06	0.00000000e+00	8.56156766e+00
9.11838291e+00	8.73703864e+00	2.50606713e-06	0.00000000e+00	8.73704115e+00
9.20626766e+00	8.90626884e+00	1.42842456e-06	0.00000000e+00	8.90627027e+00
9.28991707e+00	9.06885127e+00	8.22317540e-07	0.00000000e+00	9.06885209e+00
9.36924689e+00	9.22439670e+00	4.78783466e-07	0.00000000e+00	9.22439718e+00
9.44417724e+00	9.37253053e+00	2.82194438e-07	0.00000000e+00	9.37253081e+00
9.51463269e+00	9.51289405e+00	1.68477878e-07	0.00000000e+00	9.51289422e+00
9.58054229e+00	9.64514564e+00	1.01873365e-07	0.00000000e+00	9.64514574e+00
9.64183967e+00	9.76896191e+00	6.23758955e-08	0.00000000e+00	9.76896197e+00
9.69846310e+00	9.88403880e+00	3.86260173e-08	0.00000000e+00	9.88403883e+00
9.75035559e+00	9.99009261e+00	2.41887656e-08	0.00000000e+00	9.99009264e+00
9.79746487e+00	1.00868610e+01	1.52870590e-08	0.00000000e+00	1.00868610e+01
9.83974351e+00	1.01741037e+01	9.73712122e-09	0.00000000e+00	1.01741037e+01
9.87714893e+00	1.02516037e+01	6.25022005e-09	0.00000000e+00	1.02516037e+01
9.90964349e+00	1.03191676e+01	4.04960205e-09	0.00000000e+00	1.03191676e+01
9.93719444e+00	1.03766264e+01	2.66343727e-09	0.00000000e+00	1.03766264e+01
9.95977406e+00	1.04238362e+01	1.79779423e-09	0.00000000e+00	1.04238362e+01
9.97735961e+00	1.04606786e+01	1.26811738e-09	0.00000000e+00	1.04606786e+01
9.98993338e+00	1.04870609e+01	9.57737211e-10	0.00000000e+00	1.04870609e+01
9.99748271e+00	1.05029169e+01	7.96773936e-10	0.00000000e+00	1.05029169e+01
1.00000000e+01	1.05082067e+01	7.46629798e-10	0.00000000e+00	1.05082067e+01
