0.02 4.519 0.071
0.04 6.6495 0.2145
0.06 8.3095 0.4325
0.08 9.821 0.756
0.1 11.266 1.205
0.12 12.677 1.767
0.14 14.1225 2.4435
0.16 15.601 3.269
